"GEOID","mean_premium","n_obs","NAME"
"48123",1901,88,"DeWitt"
"20197",NA,NA,"Wabaunsee"
"26077",2772,1593,"Kalamazoo"
"21153",NA,NA,"Magoffin"
"49011",1055,11667,"Davis"
"02261",NA,NA,"Valdez-Cordova"
"55129",1375,54,"Washburn"
"21231",1316,126,"Wayne"
"26075",1372,2600,"Jackson"
"40127",NA,NA,"Pushmataha"
"48277",1573,391,"Lamar"
"06057",1660,2271,"Nevada"
"31015",NA,NA,"Boyd"
"46091",NA,NA,"Marshall"
"13181",1580,93,"Lincoln"
"26019",NA,NA,"Benzie"
"37013",2249,438,"Beaufort"
"13069",1446,532,"Coffee"
"18099",1506,335,"Marshall"
"22097",1752,728,"St. Landry"
"30015",1209,33,"Chouteau"
"50007",1618,1767,"Chittenden"
"72083",NA,NA,"Las Marías"
"37121",1237,165,"Mitchell"
"30007",1345,109,"Broadwater"
"39133",1266,2752,"Portage"
"51067",1129,2019,"Franklin"
"41027",1000,580,"Hood River"
"39113",1195,9480,"Montgomery"
"13103",1590,2158,"Effingham"
"53005",1066,5767,"Benton"
"53039",1375,295,"Klickitat"
"45047",1203,1764,"Greenwood"
"29173",1328,92,"Ralls"
"56001",1411,699,"Albany"
"27083",1616,527,"Lyon"
"47125",1666,8818,"Montgomery"
"49017",NA,NA,"Garfield"
"51011",965,468,"Appomattox"
"19035",1275,66,"Cherokee"
"21085",1601,232,"Grayson"
"22113",2118,485,"Vermilion"
"17071",NA,NA,"Henderson"
"01117",1579,7731,"Shelby"
"01081",1430,3800,"Lee"
"16037",1312,57,"Custer"
"13151",1655,8146,"Henry"
"19089",NA,NA,"Howard"
"39119",1273,725,"Muskingum"
"19093",NA,NA,"Ida"
"17133",1626,660,"Monroe"
"19097",1381,151,"Jackson"
"08097",2210,346,"Pitkin"
"17149",NA,NA,"Pike"
"56017",1290,65,"Hot Springs"
"27125",1277,38,"Red Lake"
"05103",1499,177,"Ouachita"
"45029",1721,424,"Colleton"
"27137",1525,7224,"St. Louis"
"39093",1185,5740,"Lorain"
"27139",2043,7086,"Scott"
"28019",NA,NA,"Choctaw"
"54027",1167,49,"Hampshire"
"12079",1750,143,"Madison"
"12023",1519,666,"Columbia"
"12005",2522,4152,"Bay"
"72025",NA,NA,"Caguas"
"72045",NA,NA,"Comerío"
"22111",1210,240,"Union"
"21211",1686,919,"Shelby"
"51185",1217,454,"Tazewell"
"18125",1498,168,"Pike"
"37049",1807,4121,"Craven"
"72003",NA,NA,"Aguada"
"26047",1385,443,"Emmet"
"20087",1965,455,"Jefferson"
"49043",1627,1213,"Summit"
"20161",NA,NA,"Riley"
"27077",1388,44,"Lake of the Woods"
"22047",1679,369,"Iberville"
"48265",1705,859,"Kerr"
"34027",1882,13778,"Morris"
"13095",1345,1909,"Dougherty"
"31003",NA,NA,"Antelope"
"47135",1399,45,"Perry"
"29007",1274,208,"Audrain"
"47155",1406,2426,"Sevier"
"30045",NA,NA,"Judith Basin"
"51029",1147,301,"Buckingham"
"02188",NA,NA,"Northwest Arctic"
"27007",1491,520,"Beltrami"
"27001",1711,306,"Aitkin"
"20185",NA,NA,"Stafford"
"40131",2187,1774,"Rogers"
"22005",1782,3191,"Ascension"
"26031",1398,252,"Cheboygan"
"08099",1802,78,"Prowers"
"12097",1718,6964,"Osceola"
"51073",1458,2321,"Gloucester"
"37189",1455,1131,"Watauga"
"45055",1506,1419,"Kershaw"
"16077",873,112,"Power"
"40021",2062,471,"Cherokee"
"48419",1602,42,"Shelby"
"55115",943,306,"Shawano"
"06031",1063,3266,"Kings"
"06083",1267,5975,"Santa Barbara"
"16011",1155,835,"Bingham"
"27087",1962,26,"Mahnomen"
"20117",2184,47,"Marshall"
"55001",1072,149,"Adams"
"72107",NA,NA,"Orocovis"
"72021",NA,NA,"Bayamón"
"54039",1321,2750,"Kanawha"
"72063",NA,NA,"Gurabo"
"72039",NA,NA,"Ciales"
"72041",NA,NA,"Cidra"
"72055",NA,NA,"Guánica"
"28091",2399,116,"Marion"
"31063",1622,25,"Frontier"
"31065",1596,36,"Furnas"
"01115",1636,2362,"St. Clair"
"42089",1275,3001,"Monroe"
"36041",1520,31,"Hamilton"
"48449",1577,203,"Titus"
"42103",1196,1004,"Pike"
"48467",1721,491,"Van Zandt"
"36113",1771,1123,"Warren"
"31073",NA,NA,"Gosper"
"54075",NA,NA,"Pocahontas"
"26135",1534,41,"Oscoda"
"55017",1084,548,"Chippewa"
"06109",1361,1167,"Tuolumne"
"55121",1263,105,"Trempealeau"
"05137",1704,136,"Stone"
"41015",1061,289,"Curry"
"05047",1501,205,"Franklin"
"06037",1522,102624,"Los Angeles"
"25019",2573,55,"Nantucket"
"34039",1982,11102,"Union"
"18075",1118,112,"Jay"
"05031",1694,2685,"Craighead"
"08067",1417,1696,"La Plata"
"28095",1917,208,"Monroe"
"39145",1309,427,"Scioto"
"51117",1271,560,"Mecklenburg"
"01015",1488,2785,"Calhoun"
"21025",NA,NA,"Breathitt"
"20109",NA,NA,"Logan"
"30087",1518,91,"Rosebud"
"31005",NA,NA,"Arthur"
"45035",1912,5836,"Dorchester"
"48333",NA,NA,"Mills"
"18001",986,478,"Adams"
"18017",1126,274,"Cass"
"32023",1206,764,"Nye"
"72054",NA,NA,"Florida"
"30107",NA,NA,"Wheatland"
"30011",NA,NA,"Carter"
"20137",NA,NA,"Norton"
"37021",1210,7247,"Buncombe"
"31157",1929,674,"Scotts Bluff"
"42107",1015,1854,"Schuylkill"
"33009",1625,772,"Grafton"
"39075",1384,116,"Holmes"
"02195",NA,NA,"Petersburg"
"05039",1358,30,"Dallas"
"37111",1118,487,"McDowell"
"42109",957,366,"Snyder"
"36059",4061,36751,"Nassau"
"51630",1466,787,"Fredericksburg"
"29149",NA,NA,"Oregon"
"36063",1519,3554,"Niagara"
"51800",1836,4614,"Suffolk"
"06067",1242,39309,"Sacramento"
"19113",1302,5905,"Linn"
"21133",NA,NA,"Letcher"
"30111",1746,6008,"Yellowstone"
"28145",1521,164,"Union"
"48097",2293,534,"Cooke"
"48325",1976,563,"Medina"
"26083",NA,NA,"Keweenaw"
"27055",1503,129,"Houston"
"27063",1403,144,"Jackson"
"21173",1365,258,"Montgomery"
"21175",NA,NA,"Morgan"
"54089",NA,NA,"Summers"
"26153",NA,NA,"Schoolcraft"
"42101",1252,20952,"Philadelphia"
"01073",1769,18645,"Jefferson"
"22021",NA,NA,"Caldwell"
"29177",1592,563,"Ray"
"45019",3210,12735,"Charleston"
"48417",NA,NA,"Shackelford"
"72079",NA,NA,"Lajas"
"17159",1201,36,"Richland"
"13253",1753,127,"Seminole"
"40067",NA,NA,"Jefferson"
"30063",1296,3401,"Missoula"
"18005",1360,1878,"Bartholomew"
"20007",NA,NA,"Barber"
"17087",1673,49,"Johnson"
"42087",882,321,"Mifflin"
"18077",1338,363,"Jefferson"
"51045",1206,34,"Craig"
"39125",1164,58,"Paulding"
"13003",NA,NA,"Atkinson"
"51125",1321,521,"Nelson"
"12131",2553,1545,"Walton"
"31057",NA,NA,"Dundy"
"21021",1963,471,"Boyle"
"48213",1618,825,"Henderson"
"31177",1762,539,"Washington"
"16071",1027,91,"Oneida"
"56009",1524,403,"Converse"
"05091",1637,717,"Miller"
"34025",2422,18733,"Monmouth"
"27093",1575,849,"Meeker"
"17091",1395,2121,"Kankakee"
"27075",1451,249,"Lake"
"23021",1195,125,"Piscataquis"
"05121",1430,128,"Randolph"
"08107",1687,806,"Routt"
"27059",1876,1535,"Isanti"
"27143",1654,390,"Sibley"
"06079",1388,5158,"San Luis Obispo"
"39005",1146,733,"Ashland"
"28121",1711,3185,"Rankin"
"06043",1461,264,"Mariposa"
"35009",1630,1207,"Curry"
"36021",1828,761,"Columbia"
"06093",1225,664,"Siskiyou"
"48439",1911,47948,"Tarrant"
"47045",1633,512,"Dyer"
"27039",1602,727,"Dodge"
"37093",1396,2971,"Hoke"
"26127",1339,170,"Oceana"
"37125",1463,3795,"Moore"
"26133",NA,NA,"Osceola"
"44009",2063,2156,"Washington"
"42007",966,3764,"Beaver"
"46095",NA,NA,"Mellette"
"46117",2009,48,"Stanley"
"29061",1537,60,"Daviess"
"46137",NA,NA,"Ziebach"
"30021",1668,237,"Dawson"
"49003",977,1289,"Box Elder"
"30089",1180,226,"Sanders"
"48159",1821,88,"Franklin"
"36025",1248,380,"Delaware"
"48183",1420,1665,"Gregg"
"38029",NA,NA,"Emmons"
"34031",1948,7463,"Passaic"
"48503",1877,154,"Young"
"21015",1440,3578,"Boone"
"39045",1398,3069,"Fairfield"
"38071",1302,59,"Ramsey"
"08019",2009,358,"Clear Creek"
"36029",1318,13371,"Erie"
"28043",1887,99,"Grenada"
"21187",1571,98,"Owen"
"21163",1596,679,"Meade"
"48037",1916,1415,"Bowie"
"47179",1208,2963,"Washington"
"56015",1791,236,"Goshen"
"51057",1596,287,"Essex"
"48047",NA,NA,"Brooks"
"47187",1896,7180,"Williamson"
"55033",1280,244,"Dunn"
"56023",1245,380,"Lincoln"
"45077",1217,3177,"Pickens"
"56027",NA,NA,"Niobrara"
"45079",1414,12773,"Richland"
"06039",1262,3391,"Madera"
"17157",1381,213,"Randolph"
"48371",1459,55,"Pecos"
"13061",NA,NA,"Clay"
"48381",1898,2757,"Randall"
"19149",1371,285,"Plymouth"
"08113",1590,114,"San Miguel"
"19157",1248,252,"Poweshiek"
"13081",1754,191,"Crisp"
"48387",1530,35,"Red River"
"08125",2149,90,"Yuma"
"19161",1331,26,"Sac"
"21053",NA,NA,"Clinton"
"48083",NA,NA,"Coleman"
"08085",1068,1469,"Montrose"
"20143",2530,39,"Ottawa"
"20179",NA,NA,"Sheridan"
"49007",905,294,"Carbon"
"49015",NA,NA,"Emery"
"48029",1539,34684,"Bexar"
"48187",1542,3210,"Guadalupe"
"15003",2280,8786,"Honolulu"
"05035",1701,1006,"Crittenden"
"53007",1195,1724,"Chelan"
"12017",1596,2992,"Citrus"
"12059",1792,111,"Holmes"
"12065",1869,274,"Jefferson"
"12073",1485,9033,"Leon"
"12103",2802,25517,"Pinellas"
"47087",1421,117,"Jackson"
"72059",NA,NA,"Guayanilla"
"17177",1203,267,"Stephenson"
"31151",1444,207,"Saline"
"18019",1282,2814,"Clark"
"41041",1144,814,"Lincoln"
"22105",1684,2051,"Tangipahoa"
"72105",NA,NA,"Naranjito"
"06107",1137,10694,"Tulare"
"36019",1260,875,"Clinton"
"39165",1472,4748,"Warren"
"24043",1348,5010,"Washington"
"51141",1013,328,"Patrick"
"05143",1617,4246,"Washington"
"19129",1580,464,"Mills"
"21093",1555,3449,"Hardin"
"02185",NA,NA,"North Slope"
"02282",NA,NA,"Yakutat"
"05127",1317,61,"Scott"
"48237",1749,44,"Jack"
"51840",1103,1046,"Winchester"
"12111",1972,9269,"St. Lucie"
"05131",1354,2405,"Sebastian"
"18121",1359,149,"Parke"
"08049",1279,232,"Grand"
"20103",1782,2347,"Leavenworth"
"55007",1304,152,"Bayfield"
"55003",1105,108,"Ashland"
"55013",1270,226,"Burnett"
"22007",2105,203,"Assumption"
"22025",1702,37,"Catahoula"
"22027",1426,90,"Claiborne"
"36045",1445,738,"Jefferson"
"06097",1528,7287,"Sonoma"
"22029",1071,144,"Concordia"
"26095",1087,44,"Luce"
"05129",1639,46,"Searcy"
"42111",945,988,"Somerset"
"27123",1795,17067,"Ramsey"
"41009",1138,1562,"Columbia"
"53037",1370,722,"Kittitas"
"54055",1142,428,"Mercer"
"12113",2065,5779,"Santa Rosa"
"48385",NA,NA,"Real"
"51071",1116,457,"Giles"
"53065",1186,797,"Stevens"
"12039",1626,661,"Gadsden"
"27173",1455,133,"Yellow Medicine"
"29013",1648,153,"Bates"
"32007",1082,1136,"Elko"
"04003",1010,3828,"Cochise"
"13073",1459,7533,"Columbia"
"23005",1235,6664,"Cumberland"
"27011",1460,74,"Big Stone"
"35039",1624,87,"Rio Arriba"
"04013",1207,123590,"Maricopa"
"21099",1430,119,"Hart"
"26051",1340,331,"Gladwin"
"36077",1510,634,"Otsego"
"48023",NA,NA,"Baylor"
"54025",1091,182,"Greenbrier"
"19127",1232,942,"Marshall"
"37073",1589,225,"Gates"
"37147",1663,5618,"Pitt"
"21131",NA,NA,"Leslie"
"22079",1147,1384,"Rapides"
"34019",2002,4248,"Hunterdon"
"26105",NA,NA,"Mason"
"27131",1703,2295,"Rice"
"48181",1767,2534,"Grayson"
"29189",1758,31012,"St. Louis"
"05113",1566,162,"Polk"
"26119",NA,NA,"Montmorency"
"48307",1672,24,"McCulloch"
"32009",NA,NA,"Esmeralda"
"72123",NA,NA,"Salinas"
"18015",1409,304,"Carroll"
"26099",1470,20815,"Macomb"
"26129",1207,196,"Ogemaw"
"26145",1499,2602,"Saginaw"
"47047",2046,1472,"Fayette"
"20163",NA,NA,"Rooks"
"72097",NA,NA,"Mayagüez"
"20183",NA,NA,"Smith"
"24035",1587,2268,"Queen Anne's"
"48027",1302,10119,"Bell"
"36117",1052,1227,"Wayne"
"31153",1711,8243,"Sarpy"
"37027",1132,2138,"Caldwell"
"51181",1453,188,"Surry"
"29195",1285,221,"Saline"
"37033",1191,374,"Caswell"
"26131",NA,NA,"Ontonagon"
"33015",1666,7819,"Rockingham"
"05055",1486,633,"Greene"
"37045",1088,1963,"Cleveland"
"42121",845,381,"Venango"
"05057",1526,124,"Hempstead"
"01011",2888,32,"Bullock"
"01109",1564,410,"Pike"
"48425",1564,120,"Somervell"
"28147",1679,48,"Walthall"
"13291",1396,641,"Union"
"13301",1992,32,"Warren"
"40065",2145,579,"Jackson"
"29223",NA,NA,"Wayne"
"34001",2048,6966,"Atlantic"
"05119",1774,12014,"Pulaski"
"51660",1078,648,"Harrisonburg"
"42009",947,381,"Bedford"
"05099",1790,25,"Nevada"
"05105",1482,131,"Perry"
"51685",1524,694,"Manassas Park"
"05109",1440,53,"Pike"
"18049",1583,107,"Fulton"
"18073",1326,754,"Jasper"
"06053",1453,4979,"Monterey"
"19013",1164,1926,"Black Hawk"
"10003",1322,18900,"New Castle"
"08029",1106,1227,"Delta"
"51580",920,150,"Covington"
"06023",1186,2172,"Humboldt"
"04009",1123,484,"Graham"
"13091",1683,133,"Dodge"
"31025",1845,931,"Cass"
"09013",1583,3161,"Tolland"
"01119",2139,34,"Sumter"
"48167",2469,7239,"Galveston"
"39111",1387,37,"Monroe"
"47067",NA,NA,"Hancock"
"01077",1550,2334,"Lauderdale"
"13295",1489,1621,"Walker"
"19007",1135,59,"Appanoose"
"18147",1547,210,"Spencer"
"27155",NA,NA,"Traverse"
"18123",1237,283,"Perry"
"38097",1465,161,"Traill"
"12077",1873,31,"Liberty"
"49049",1025,16553,"Utah"
"30099",1320,99,"Teton"
"18165",1409,124,"Vermillion"
"37095",NA,NA,"Hyde"
"04015",983,5291,"Mohave"
"56029",1234,663,"Park"
"56037",1190,1462,"Sweetwater"
"30061",1389,73,"Mineral"
"30065",1695,80,"Musselshell"
"34023",1760,17895,"Middlesex"
"48359",NA,NA,"Oldham"
"13297",1628,3436,"Walton"
"13303",1470,124,"Washington"
"30081",1336,1462,"Ravalli"
"29115",NA,NA,"Linn"
"06071",1456,47044,"San Bernardino"
"13169",1681,707,"Jones"
"13099",1743,79,"Early"
"08123",1601,9532,"Weld"
"48443",NA,NA,"Terrell"
"17191",NA,NA,"Wayne"
"08033",NA,NA,"Dolores"
"02013",NA,NA,"Aleutians East"
"02060",NA,NA,"Bristol Bay"
"02070",NA,NA,"Dillingham"
"40089",1869,78,"McCurtain"
"29009",1531,410,"Barry"
"38037",NA,NA,"Grant"
"48355",2421,5733,"Nueces"
"17171",NA,NA,"Scott"
"21011",NA,NA,"Bath"
"26087",1751,1933,"Lapeer"
"31097",1277,42,"Johnson"
"35005",1580,1550,"Chaves"
"42061",888,353,"Huntingdon"
"51131",1887,256,"Northampton"
"08045",1472,1881,"Garfield"
"26007",1065,240,"Alpena"
"38021",1377,33,"Dickey"
"41065",1039,548,"Wasco"
"05037",1698,315,"Cross"
"13089",2365,21811,"DeKalb"
"49033",NA,NA,"Rich"
"25011",1461,848,"Franklin"
"17195",1103,459,"Whiteside"
"13127",2374,2464,"Glynn"
"39155",1083,2866,"Trumbull"
"13137",1459,852,"Habersham"
"39157",1162,1071,"Tuscarawas"
"39159",1595,1073,"Union"
"13145",1655,1506,"Harris"
"13147",1431,414,"Hart"
"39099",1128,3473,"Mahoning"
"09015",1551,1721,"Windham"
"08051",1675,448,"Gunnison"
"16019",950,3129,"Bonneville"
"06091",1296,32,"Sierra"
"40113",2026,489,"Osage"
"22099",1760,618,"St. Martin"
"22103",2251,7382,"St. Tammany"
"36033",1171,398,"Franklin"
"28063",NA,NA,"Jefferson"
"47127",1369,88,"Moore"
"36007",1165,2828,"Broome"
"36093",1418,1486,"Schenectady"
"40005",1720,36,"Atoka"
"36107",1433,517,"Tioga"
"27157",1629,355,"Wabasha"
"37029",2357,561,"Camden"
"51175",1432,433,"Southampton"
"36027",1827,6061,"Dutchess"
"51095",1338,3231,"James City"
"37075",1174,79,"Graham"
"01025",2009,248,"Clarke"
"01091",1852,167,"Marengo"
"01131",1969,33,"Wilcox"
"54099",1217,211,"Wayne"
"01099",1686,212,"Monroe"
"24001",1382,1131,"Allegany"
"01127",1722,808,"Walker"
"54059",NA,NA,"Mingo"
"54061",1296,1631,"Monongalia"
"51155",1040,1061,"Pulaski"
"54071",NA,NA,"Pendleton"
"29153",NA,NA,"Ozark"
"40141",1847,52,"Tillman"
"48411",NA,NA,"San Saba"
"31171",NA,NA,"Thomas"
"42031",942,245,"Clarion"
"51087",1209,15583,"Henrico"
"55043",1056,159,"Grant"
"35006",1183,138,"Cibola"
"12125",1777,72,"Union"
"38089",1842,801,"Stark"
"20001",NA,NA,"Allen"
"28107",1827,240,"Panola"
"40111",1866,239,"Okmulgee"
"51083",1090,688,"Halifax"
"18163",1211,4014,"Vanderburgh"
"38065",NA,NA,"Oliver"
"05051",1656,2248,"Garland"
"04012",1093,132,"La Paz"
"17197",1730,17896,"Will"
"29129",NA,NA,"Mercer"
"08079",NA,NA,"Mineral"
"48273",2126,285,"Kleberg"
"05139",1743,717,"Union"
"06115",1178,1832,"Yuba"
"13013",1463,3006,"Barrow"
"08057",NA,NA,"Jackson"
"37175",1268,660,"Transylvania"
"51077",925,164,"Grayson"
"08063",2082,53,"Kit Carson"
"22057",3078,1210,"Lafourche"
"37185",1395,238,"Warren"
"72053",NA,NA,"Fajardo"
"17089",1770,11846,"Kane"
"30005",1312,38,"Blaine"
"72121",NA,NA,"Sabana Grande"
"38019",NA,NA,"Cavalier"
"06015",1023,279,"Del Norte"
"29017",NA,NA,"Bollinger"
"51720",1073,27,"Norton"
"36075",1698,1133,"Oswego"
"55011",1130,49,"Buffalo"
"36087",1949,3796,"Rockland"
"08011",NA,NA,"Bent"
"09001",2420,17197,"Fairfield"
"05005",1376,707,"Baxter"
"51193",1742,646,"Westmoreland"
"38083",NA,NA,"Sheridan"
"29225",1575,544,"Webster"
"37059",1138,1447,"Davie"
"05063",1529,360,"Independence"
"42129",960,7842,"Westmoreland"
"48199",2114,970,"Hardin"
"48431",NA,NA,"Sterling"
"48461",NA,NA,"Upton"
"48475",1562,70,"Ward"
"48485",1722,2495,"Wichita"
"08065",1250,211,"Lake"
"08071",1549,209,"Las Animas"
"36011",1411,813,"Cayuga"
"48253",1843,95,"Jones"
"37091",1521,144,"Hertford"
"08093",1634,773,"Park"
"26097",1244,57,"Mackinac"
"08109",1339,32,"Saguache"
"48229",NA,NA,"Hudspeth"
"09007",2000,3763,"Middlesex"
"01021",1519,609,"Chilton"
"20071",NA,NA,"Greeley"
"40035",1835,85,"Craig"
"06099",1166,14020,"Stanislaus"
"20055",1831,688,"Finney"
"46119",NA,NA,"Sully"
"47133",1340,199,"Overton"
"54097",1143,72,"Upshur"
"40103",2284,89,"Noble"
"48311",NA,NA,"McMullen"
"54003",1143,3545,"Berkeley"
"53023",1273,24,"Garfield"
"26137",NA,NA,"Otsego"
"37051",1389,15786,"Cumberland"
"16033",NA,NA,"Clark"
"56021",1683,4622,"Laramie"
"48281",1480,435,"Lampasas"
"16007",1091,77,"Bear Lake"
"24037",1479,5262,"St. Mary's"
"38033",NA,NA,"Golden Valley"
"32031",1070,13058,"Washoe"
"32005",1053,1376,"Douglas"
"18009",1152,103,"Blackford"
"18169",1032,261,"Wabash"
"72089",NA,NA,"Luquillo"
"05049",1360,57,"Fulton"
"08005",1858,18305,"Arapahoe"
"05033",1527,1087,"Crawford"
"29021",1317,2008,"Buchanan"
"31055",1733,18718,"Douglas"
"06021",1044,342,"Glenn"
"42133",1050,12991,"York"
"31043",1479,317,"Dakota"
"37077",1303,1693,"Granville"
"31027",1321,65,"Cedar"
"06027",1316,203,"Inyo"
"37097",1261,5761,"Iredell"
"40129",NA,NA,"Roger Mills"
"13189",1408,426,"McDuffie"
"41055",NA,NA,"Sherman"
"41063",1210,114,"Wallowa"
"55041",1040,29,"Forest"
"19025",1300,89,"Calhoun"
"48093",1897,56,"Comanche"
"48143",1892,474,"Erath"
"48101",NA,NA,"Cottle"
"48107",NA,NA,"Crosby"
"26037",1379,1158,"Clinton"
"23007",1227,168,"Franklin"
"47145",1428,888,"Roane"
"21107",1797,356,"Hopkins"
"26003",1066,43,"Alger"
"37017",2059,389,"Bladen"
"29127",1457,193,"Marion"
"39101",1181,773,"Marion"
"53009",1030,1058,"Clallam"
"05067",1457,112,"Jackson"
"51065",1358,1170,"Fluvanna"
"01053",1752,347,"Escambia"
"12089",1960,2286,"Nassau"
"36089",1323,420,"St. Lawrence"
"37019",2620,4424,"Brunswick"
"51143",971,1282,"Pittsylvania"
"13017",1422,181,"Ben Hill"
"37163",1600,1008,"Sampson"
"36069",1520,1407,"Ontario"
"51165",1059,2674,"Rockingham"
"02122",1523,1433,"Kenai Peninsula"
"48283",NA,NA,"La Salle"
"46087",NA,NA,"McCook"
"29099",1579,8459,"Jefferson"
"54011",1199,1068,"Cabell"
"17001",1041,431,"Adams"
"12011",3563,34243,"Broward"
"39169",1105,1430,"Wayne"
"39011",1142,455,"Auglaize"
"13183",1577,380,"Long"
"39033",1356,370,"Crawford"
"02100",NA,NA,"Haines"
"05077",NA,NA,"Lee"
"05095",NA,NA,"Monroe"
"05117",1453,55,"Prairie"
"40013",1907,350,"Bryan"
"51137",1327,1719,"Orange"
"48471",1760,545,"Walker"
"40029",NA,NA,"Coal"
"51031",952,1707,"Campbell"
"48339",2319,11311,"Montgomery"
"40091",2096,69,"McIntosh"
"40095",2412,110,"Marshall"
"48225",1592,86,"Houston"
"48407",2124,199,"San Jacinto"
"48395",1885,113,"Robertson"
