"FIPS","mean_premium","n_obs","NAME","StateAbb"
"42019",1102,4221,"Butler","PA"
"45023",1375,374,"Chester","SC"
"47005",1716,162,"Benton","TN"
"48201",2077,49744,"Harris","TX"
"48209",1892,3992,"Hays","TX"
"48287",1840,158,"Lee","TX"
"48429",2122,43,"Stephens","TX"
"48005",1687,806,"Angelina","TX"
"48073",2212,563,"Cherokee","TX"
"51033",1415,1120,"Caroline","VA"
"72049",NA,NA,"Culebra",NA
"53017",1384,782,"Douglas","WA"
"18013",1774,318,"Brown","IN"
"19039",1714,126,"Clarke","IA"
"39073",1531,256,"Hocking","OH"
"12003",1743,354,"Baker","FL"
"19071",1954,99,"Fremont","IA"
"12075",2093,489,"Levy","FL"
"39013",1249,580,"Belmont","OH"
"19031",1571,263,"Cedar","IA"
"37153",1753,622,"Richmond","NC"
"12127",2069,16778,"Volusia","FL"
"37069",1609,2220,"Franklin","NC"
"13279",2086,321,"Toombs","GA"
"29159",1606,749,"Pettis","MO"
"21091",2102,69,"Hancock","KY"
"21001",1601,73,"Adair","KY"
"30059",NA,NA,"Meagher","MT"
"36051",1209,889,"Livingston","NY"
"51036",1612,221,"Charles City","VA"
"45061",1450,162,"Lee","SC"
"45017",1574,191,"Calhoun","SC"
"48171",2509,339,"Gillespie","TX"
"48349",1936,529,"Navarro","TX"
"48347",1362,393,"Nacogdoches","TX"
"48255",1822,58,"Karnes","TX"
"49045",1158,1925,"Tooele","UT"
"49025",1102,90,"Kane","UT"
"51730",1452,825,"Petersburg","VA"
"54107",1228,1197,"Wood","WV"
"53001",1517,192,"Adams","WA"
"54045",1850,64,"Logan","WV"
"17099",1553,1308,"LaSalle","IL"
"18041",1384,183,"Fayette","IN"
"36049",1470,227,"Lewis","NY"
"39163",1990,58,"Vinton","OH"
"20151",NA,NA,"Pratt","KS"
"20069",NA,NA,"Gray","KS"
"28117",1943,111,"Prentiss","MS"
"28115",1700,228,"Pontotoc","MS"
"28025",2853,65,"Clay","MS"
"29207",1743,222,"Stoddard","MO"
"29001",1788,191,"Adair","MO"
"37099",1384,530,"Jackson","NC"
"21057",NA,NA,"Cumberland","KY"
"21217",1820,145,"Taylor","KY"
"30035",1435,79,"Glacier","MT"
"16001",1113,9397,"Ada","ID"
"31113",NA,NA,"Logan","NE"
"44001",2876,952,"Bristol","RI"
"23013",1358,430,"Knox","ME"
"25027",1772,14758,"Worcester","MA"
"26011",1737,84,"Arenac","MI"
"29155",NA,NA,"Pemiscot","MO"
"31021",2337,79,"Burt","NE"
"33019",1635,566,"Sullivan","NH"
"35025",2296,1149,"Lea","NM"
"37149",1493,444,"Polk","NC"
"37053",2526,1482,"Currituck","NC"
"39035",1295,19402,"Cuyahoga","OH"
"42071",990,12009,"Lancaster","PA"
"37141",2888,1698,"Pender","NC"
"48427",1650,187,"Starr","TX"
"41059",1194,1339,"Umatilla","OR"
"42095",1157,8176,"Northampton","PA"
"54073",1117,65,"Pleasants","WV"
"45051",2155,7969,"Horry","SC"
"02130",1589,252,"Ketchikan Gateway","AK"
"05087",1949,160,"Madison","AR"
"06029",1335,20444,"Kern","CA"
"12083",1643,8873,"Marion","FL"
"17039",1495,128,"De Witt","IL"
"28007",1891,92,"Attala","MS"
"21121",1845,153,"Knox","KY"
"21113",2451,1139,"Jessamine","KY"
"22093",1990,224,"St. James","LA"
"22095",2243,810,"St. John the Baptist","LA"
"23019",945,1649,"Penobscot","ME"
"28097",NA,NA,"Montgomery","MS"
"31053",2348,572,"Dodge","NE"
"29219",1863,774,"Warren","MO"
"35061",1894,1570,"Valencia","NM"
"37167",1328,932,"Stanly","NC"
"38061",1929,47,"Mountrail","ND"
"31089",1945,61,"Holt","NE"
"39151",1234,6863,"Stark","OH"
"42119",1191,431,"Union","PA"
"42065",854,238,"Jefferson","PA"
"45067",1713,233,"Marion","SC"
"47141",1426,1254,"Putnam","TN"
"48113",1984,32085,"Dallas","TX"
"48491",1561,11806,"Williamson","TX"
"17137",1635,95,"Morgan","IL"
"18101",1608,136,"Martin","IN"
"29057",NA,NA,"Dade","MO"
"18113",1328,604,"Noble","IN"
"20095",2179,103,"Kingman","KS"
"21129",NA,NA,"Lee","KY"
"20043",NA,NA,"Doniphan","KS"
"28151",2286,269,"Washington","MS"
"21103",1993,236,"Henry","KY"
"29215",1822,136,"Texas","MO"
"35051",1318,97,"Sierra","NM"
"30033",NA,NA,"Garfield","MT"
"39141",1501,729,"Ross","OH"
"35028",1772,608,"Los Alamos","NM"
"40123",2319,548,"Pontotoc","OK"
"45075",1671,867,"Orangeburg","SC"
"46067",NA,NA,"Hutchinson","SD"
"47149",1918,9184,"Rutherford","TN"
"51173",1152,373,"Smyth","VA"
"48131",NA,NA,"Duval","TX"
"48465",1600,705,"Val Verde","TX"
"49013",1153,239,"Duchesne","UT"
"49023",1015,192,"Juab","UT"
"55111",1541,664,"Sauk","WI"
"72035",NA,NA,"Cayey",NA
"01079",1848,502,"Lawrence","AL"
"01085",2221,54,"Lowndes","AL"
"51091",1486,22,"Highland","VA"
"53041",1432,1679,"Lewis","WA"
"18103",1504,371,"Miami","IN"
"18159",1645,195,"Tipton","IN"
"18139",1619,290,"Rush","IN"
"48039",2431,6598,"Brazoria","TX"
"48245",2337,3635,"Jefferson","TX"
"06105",2203,187,"Trinity","CA"
"08027",2159,147,"Custer","CO"
"13079",1811,229,"Crawford","GA"
"16023",1622,42,"Butte","ID"
"16085",1688,227,"Valley","ID"
"33013",1692,3129,"Merrimack","NH"
"28071",3265,491,"Lafayette","MS"
"20145",NA,NA,"Pawnee","KS"
"20029",2074,68,"Cloud","KS"
"20111",1935,402,"Lyon","KS"
"21169",1581,41,"Metcalfe","KY"
"29139",1905,113,"Montgomery","MO"
"22059",1165,71,"LaSalle","LA"
"29077",1695,8375,"Greene","MO"
"53061",1438,18938,"Snohomish","WA"
"51149",1672,1252,"Prince George","VA"
"55107",1317,115,"Rusk","WI"
"55031",1367,725,"Douglas","WI"
"54013",NA,NA,"Calhoun","WV"
"56007",1340,430,"Carbon","WY"
"34033",1737,1507,"Salem","NJ"
"08061",NA,NA,"Kiowa","CO"
"26089",2085,125,"Leelanau","MI"
"27117",1959,66,"Pipestone","MN"
"39039",1437,197,"Defiance","OH"
"37191",1600,4077,"Wayne","NC"
"21157",2029,368,"Marshall","KY"
"21177",1930,223,"Muhlenberg","KY"
"40053",NA,NA,"Grant","OK"
"13175",1961,774,"Laurens","GA"
"21203",1606,32,"Rockcastle","KY"
"51750",1123,368,"Radford","VA"
"46105",NA,NA,"Perkins","SD"
"41023",NA,NA,"Grant","OR"
"13177",1601,1155,"Lee","GA"
"29113",1744,1253,"Lincoln","MO"
"01049",1814,578,"DeKalb","AL"
"05015",1921,268,"Carroll","AR"
"05041",1574,71,"Desha","AR"
"08017",NA,NA,"Cheyenne","CO"
"12085",3736,3256,"Martin","FL"
"12031",2036,22874,"Duval","FL"
"48455",1784,72,"Trinity","TX"
"48373",2078,276,"Polk","TX"
"55139",1269,2655,"Winnebago","WI"
"72027",NA,NA,"Camuy",NA
"48077",2136,149,"Clay","TX"
"55133",1373,8126,"Waukesha","WI"
"51650",1962,5709,"Hampton","VA"
"55047",1287,131,"Green Lake","WI"
"53011",1335,11498,"Clark","WA"
"26155",2036,1064,"Shiawassee","MI"
"08023",NA,NA,"Costilla","CO"
"27081",1995,68,"Lincoln","MN"
"37119",1546,32003,"Mecklenburg","NC"
"27035",1949,1305,"Crow Wing","MN"
"28127",2144,130,"Simpson","MS"
"13007",NA,NA,"Baker","GA"
"21003",2214,175,"Allen","KY"
"21039",NA,NA,"Carlisle","KY"
"29045",NA,NA,"Clark","MO"
"22009",1445,275,"Avoyelles","LA"
"31077",NA,NA,"Greeley","NE"
"23025",1120,313,"Somerset","ME"
"05125",1766,4004,"Saline","AR"
"44007",1705,7403,"Providence","RI"
"48163",2129,65,"Frio","TX"
"20181",NA,NA,"Sherman","KS"
"01023",2192,26,"Choctaw","AL"
"42049",928,3036,"Erie","PA"
"51620",1333,155,"Franklin","VA"
"01097",2186,8553,"Mobile","AL"
"04005",1310,2840,"Coconino","AZ"
"06111",1735,12033,"Ventura","CA"
"08081",1154,364,"Moffat","CO"
"11001",2007,11591,"District of Columbia","DC"
"17059",NA,NA,"Gallatin","IL"
"22031",1266,343,"De Soto","LA"
"23027",1220,471,"Waldo","ME"
"24031",1867,35393,"Montgomery","MD"
"25003",1416,1189,"Berkshire","MA"
"27167",1841,79,"Wilkin","MN"
"29005",NA,NA,"Atchison","MO"
"31131",2170,364,"Otoe","NE"
"33003",1578,800,"Carroll","NH"
"34011",1448,3291,"Cumberland","NJ"
"30057",1691,220,"Madison","MT"
"34005",1645,13969,"Burlington","NJ"
"36103",2649,41041,"Suffolk","NY"
"01121",1813,1038,"Talladega","AL"
"46127",2300,340,"Union","SD"
"51013",2146,5205,"Arlington","VA"
"53029",1452,2379,"Island","WA"
"46023",NA,NA,"Charles Mix","SD"
"02230",NA,NA,"Skagway","AK"
"31081",2012,135,"Hamilton","NE"
"17143",1455,2121,"Peoria","IL"
"17113",1507,2423,"McLean","IL"
"20171",NA,NA,"Scott","KS"
"20059",2049,556,"Franklin","KS"
"34017",2043,2483,"Hudson","NJ"
"21143",2082,147,"Lyon","KY"
"21233",2035,49,"Webster","KY"
"21209",1581,1430,"Scott","KY"
"21185",2142,2024,"Oldham","KY"
"21077",1593,114,"Gallatin","KY"
"26125",1664,22688,"Oakland","MI"
"28065",2114,36,"Jefferson Davis","MS"
"21111",1752,18997,"Jefferson","KY"
"22013",1216,73,"Bienville","LA"
"30013",1575,3191,"Cascade","MT"
"35047",1892,140,"San Miguel","NM"
"37151",1093,3211,"Randolph","NC"
"31099",2499,88,"Kearney","NE"
"40063",2255,45,"Hughes","OK"
"42099",1101,846,"Perry","PA"
"42011",1140,10409,"Berks","PA"
"45015",2041,5489,"Berkeley","SC"
"51107",2114,13494,"Loudoun","VA"
"48149",1988,190,"Fayette","TX"
"48081",NA,NA,"Coke","TX"
"48299",1750,278,"Llano","TX"
"48363",2580,300,"Palo Pinto","TX"
"49055",NA,NA,"Wayne","UT"
"31045",2367,113,"Dawes","NE"
"42063",1070,616,"Indiana","PA"
"48247",NA,NA,"Jim Hogg","TX"
"41047",1082,7958,"Marion","OR"
"72023",NA,NA,"Cabo Rojo",NA
"42067",1040,222,"Juniata","PA"
"18145",1599,829,"Shelby","IN"
"29095",1919,19863,"Jackson","MO"
"29221",1904,174,"Washington","MO"
"29105",1820,564,"Laclede","MO"
"42081",917,1764,"Lycoming","PA"
"29121",1927,86,"Macon","MO"
"22117",1714,396,"Washington","LA"
"51147",1348,335,"Prince Edward","VA"
"42091",1663,25091,"Montgomery","PA"
"27163",2286,8837,"Washington","MN"
"51153",1245,12068,"Prince William","VA"
"05001",1610,159,"Arkansas","AR"
"24033",1927,30364,"Prince George's","MD"
"34015",1580,9528,"Gloucester","NJ"
"37199",1304,253,"Yancey","NC"
"39019",1359,298,"Carroll","OH"
"05011",2038,45,"Bradley","AR"
"12009",2621,19920,"Brevard","FL"
"06025",1339,3272,"Imperial","CA"
"47117",1532,698,"Marshall","TN"
"16009",1566,153,"Benewah","ID"
"40045",NA,NA,"Ellis","OK"
"40059",NA,NA,"Harper","OK"
"16013",1673,487,"Blaine","ID"
"30095",2316,230,"Stillwater","MT"
"13001",1731,167,"Appling","GA"
"39001",1611,131,"Adams","OH"
"40153",2543,264,"Woodward","OK"
"31121",1940,85,"Merrick","NE"
"05133",1767,81,"Sevier","AR"
"45071",1522,658,"Newberry","SC"
"46125",2015,119,"Turner","SD"
"47027",1356,58,"Clay","TN"
"47025",1515,219,"Claiborne","TN"
"48415",2000,198,"Scurry","TX"
"72143",NA,NA,"Vega Alta",NA
"40023",2367,45,"Choctaw","OK"
"38067",1597,53,"Pembina","ND"
"40041",2230,384,"Delaware","OK"
"41043",983,2918,"Linn","OR"
"50009",NA,NA,"Essex","VT"
"29201",1812,518,"Scott","MO"
"51099",1536,1098,"King George","VA"
"53025",1377,1292,"Grant","WA"
"51105",1292,105,"Lee","VA"
"53059",1603,208,"Skamania","WA"
"29041",NA,NA,"Chariton","MO"
"50011",1540,457,"Franklin","VT"
"41017",1122,4542,"Deschutes","OR"
"29131",1892,270,"Miller","MO"
"41025",1371,58,"Harney","OR"
"29055",1689,242,"Crawford","MO"
"21171",NA,NA,"Monroe","KY"
"16031",1237,182,"Cassia","ID"
"16017",1506,1248,"Bonner","ID"
"18115",1459,52,"Ohio","IN"
"20187",NA,NA,"Stanton","KS"
"21191",1628,174,"Pendleton","KY"
"24019",1556,734,"Dorchester","MD"
"26109",2271,234,"Menominee","MI"
"27043",1764,187,"Faribault","MN"
"28005",2559,45,"Amite","MS"
"29143",1875,97,"New Madrid","MO"
"34007",1503,14999,"Camden","NJ"
"39123",1537,527,"Ottawa","OH"
"37003",1164,642,"Alexander","NC"
"39171",1173,197,"Williams","OH"
"45049",1528,84,"Hampton","SC"
"45037",1690,648,"Edgefield","SC"
"48205",1983,32,"Hartley","TX"
"51199",1872,2862,"York","VA"
"53057",1468,2931,"Skagit","WA"
"47147",1645,2255,"Robertson","TN"
"55023",1463,80,"Crawford","WI"
"01055",1758,1508,"Etowah","AL"
"01057",2000,156,"Fayette","AL"
"04007",1231,1116,"Gila","AZ"
"08053",NA,NA,"Hinsdale","CO"
"08031",2565,14069,"Denver","CO"
"12119",1620,2097,"Sumter","FL"
"13195",1597,652,"Madison","GA"
"17201",1395,5619,"Winnebago","IL"
"24041",2427,1296,"Talbot","MD"
"20169",1772,993,"Saline","KS"
"17193",1667,61,"White","IL"
"24510",1638,12722,"Baltimore","MD"
"20017",NA,NA,"Chase","KS"
"48087",NA,NA,"Collingsworth","TX"
"41067",1237,12416,"Washington","OR"
"30069",NA,NA,"Petroleum","MT"
"27107",1798,63,"Norman","MN"
"30097",1645,52,"Sweet Grass","MT"
"30093",1318,1202,"Silver Bow","MT"
"41039",1069,7829,"Lane","OR"
"25017",2075,21804,"Middlesex","MA"
"41029",1048,4766,"Jackson","OR"
"50027",1550,476,"Windsor","VT"
"42055",952,2911,"Franklin","PA"
"51159",1323,142,"Richmond","VA"
"28055",NA,NA,"Issaquena","MS"
"23015",1264,408,"Lincoln","ME"
"13115",1717,2482,"Floyd","GA"
"16039",1231,993,"Elmore","ID"
"47033",1668,171,"Crockett","TN"
"50025",1731,359,"Windham","VT"
"25005",1889,9932,"Bristol","MA"
"13129",1573,1244,"Gordon","GA"
"16043",1449,176,"Fremont","ID"
"17145",1881,97,"Perry","IL"
"31031",2319,64,"Cherry","NE"
"21151",1602,1682,"Madison","KY"
"29073",1684,173,"Gasconade","MO"
"12129",2050,819,"Wakulla","FL"
"13287",2130,71,"Turner","GA"
"13315",NA,NA,"Wilcox","GA"
"15001",1946,2048,"Hawaii","HI"
"72017",NA,NA,"Barceloneta",NA
"28001",2251,216,"Adams","MS"
"28011",2060,192,"Bolivar","MS"
"46045",NA,NA,"Edmunds","SD"
"46089",NA,NA,"McPherson","SD"
"28039",2273,145,"George","MS"
"28041",2671,48,"Greene","MS"
"28047",2634,3967,"Harrison","MS"
"13131",1810,258,"Grady","GA"
"72115",NA,NA,"Quebradillas",NA
"72147",NA,NA,"Vieques",NA
"72069",NA,NA,"Humacao",NA
"46063",NA,NA,"Harding","SD"
"46075",NA,NA,"Jones","SD"
"49037",1029,67,"San Juan","UT"
"17081",2077,217,"Jefferson","IL"
"47007",1716,99,"Bledsoe","TN"
"35035",1542,2211,"Otero","NM"
"38057",2918,80,"Mercer","ND"
"18127",1543,4557,"Porter","IN"
"35053",1533,101,"Socorro","NM"
"21047",1859,1523,"Christian","KY"
"46031",NA,NA,"Corson","SD"
"16047",1319,161,"Gooding","ID"
"47061",1529,99,"Grundy","TN"
"37001",1148,4516,"Alamance","NC"
"37007",1498,199,"Anson","NC"
"21059",1453,1350,"Daviess","KY"
"06005",2201,1082,"Amador","CA"
"47049",1488,172,"Fentress","TN"
"53053",1509,20811,"Pierce","WA"
"22015",2056,3602,"Bossier","LA"
"35003",NA,NA,"Catron","NM"
"21075",NA,NA,"Fulton","KY"
"35057",1841,146,"Torrance","NM"
"19159",NA,NA,"Ringgold","IA"
"16045",1308,389,"Gem","ID"
"16079",1314,285,"Shoshone","ID"
"37065",1722,581,"Edgecombe","NC"
"16083",1149,1241,"Twin Falls","ID"
"37195",1377,2346,"Wilson","NC"
"24017",1890,6940,"Charles","MD"
"16035",1323,123,"Clearwater","ID"
"47121",1755,175,"Meigs","TN"
"47143",1452,512,"Rhea","TN"
"47069",1838,234,"Hardeman","TN"
"17131",1560,151,"Mercer","IL"
"24021",1569,10876,"Frederick","MD"
"16087",1397,187,"Washington","ID"
"17151",NA,NA,"Pope","IL"
"24025",1799,9046,"Harford","MD"
"46041",NA,NA,"Dewey","SD"
"46055",NA,NA,"Haakon","SD"
"17173",1583,82,"Shelby","IL"
"46069",NA,NA,"Hyde","SD"
"22119",1360,357,"Webster","LA"
"47111",1453,349,"Macon","TN"
"46071",NA,NA,"Jackson","SD"
"26023",NA,NA,"Branch","MI"
"24039",2011,352,"Somerset","MD"
"22019",1911,3900,"Calcasieu","LA"
"06113",1487,4527,"Yolo","CA"
"12055",2021,1862,"Highlands","FL"
"15007",2323,578,"Kauai","HI"
"20085",2145,201,"Jackson","KS"
"21043",1597,123,"Carter","KY"
"48433",NA,NA,"Stonewall","TX"
"55081",1643,568,"Monroe","WI"
"55095",1500,559,"Polk","WI"
"18029",1637,693,"Dearborn","IN"
"20147",NA,NA,"Phillips","KS"
"21135",1460,33,"Lewis","KY"
"30025",2662,51,"Fallon","MT"
"04001",1334,236,"Apache","AZ"
"27019",2393,3749,"Carver","MN"
"25009",2119,12343,"Essex","MA"
"45001",1410,301,"Abbeville","SC"
"42013",922,1867,"Blair","PA"
"47053",1649,746,"Gibson","TN"
"48001",1610,417,"Anderson","TX"
"45005",NA,NA,"Allendale","SC"
"48003",1953,296,"Andrews","TX"
"47009",1775,4089,"Blount","TN"
"45007",1408,5189,"Anderson","SC"
"45009",1735,61,"Bamberg","SC"
"47019",1223,661,"Carter","TN"
"48007",2894,361,"Aransas","TX"
"46115",1901,38,"Spink","SD"
"50005",1699,136,"Caledonia","VT"
"50015",1819,245,"Lamoille","VT"
"55101",1507,3241,"Racine","WI"
"51023",1164,1400,"Botetourt","VA"
"50023",1560,482,"Washington","VT"
"50013",1612,60,"Grand Isle","VT"
"31173",1942,33,"Thurston","NE"
"32001",1195,696,"Churchill","NV"
"32027",1335,36,"Pershing","NV"
"55029",1497,296,"Door","WI"
"48405",NA,NA,"San Augustine","TX"
"72109",NA,NA,"Patillas",NA
"72139",NA,NA,"Trujillo Alto",NA
"30067",1780,329,"Park","MT"
"13211",1960,467,"Morgan","GA"
"28027",2146,79,"Coahoma","MS"
"38005",NA,NA,"Benson","ND"
"38081",NA,NA,"Sargent","ND"
"02180",NA,NA,"Nome","AK"
"22063",1891,2915,"Livingston","LA"
"21205",NA,NA,"Rowan","KY"
"21147",1602,45,"McCreary","KY"
"45045",1385,15670,"Greenville","SC"
"51019",1236,2693,"Bedford","VA"
"72013",NA,NA,"Arecibo",NA
"35011",NA,NA,"De Baca","NM"
"13241",1751,296,"Rabun","GA"
"31125",NA,NA,"Nance","NE"
"53035",1385,7072,"Kitsap","WA"
"41005",1233,9868,"Clackamas","OR"
"20011",NA,NA,"Bourbon","KS"
"26103",1742,399,"Marquette","MI"
"35045",1224,1973,"San Juan","NM"
"48075",NA,NA,"Childress","TX"
"16067",1192,142,"Minidoka","ID"
"35017",1238,454,"Grant","NM"
"42123",936,240,"Warren","PA"
"08037",2310,607,"Eagle","CO"
"21159",NA,NA,"Martin","KY"
"17063",1785,1074,"Grundy","IL"
"13257",1769,357,"Stephens","GA"
"09003",1631,17603,"Hartford","CT"
"19145",1758,156,"Page","IA"
"26157",1957,482,"Tuscola","MI"
"37173",1353,118,"Swain","NC"
"47013",1364,432,"Campbell","TN"
"47097",1777,198,"Lauderdale","TN"
"02020",1569,7489,"Anchorage","AK"
"13135",2015,28491,"Gwinnett","GA"
"16005",1182,1549,"Bannock","ID"
"36043",1345,595,"Herkimer","NY"
"26065",2211,3330,"Ingham","MI"
"25023",2279,12484,"Plymouth","MA"
"46135",NA,NA,"Yankton","SD"
"48013",1873,587,"Atascosa","TX"
"48015",1944,319,"Austin","TX"
"48019",2280,299,"Bandera","TX"
"47057",1437,271,"Grainger","TN"
"42023",NA,NA,"Cameron","PA"
"47059",1282,747,"Greene","TN"
"02105",NA,NA,"Hoonah-Angoon","AK"
"46033",2654,145,"Custer","SD"
"72133",NA,NA,"Santa Isabel",NA
"02090",1919,2321,"Fairbanks North Star","AK"
"16029",1170,90,"Caribou","ID"
"13185",1584,3392,"Lowndes","GA"
"13107",1917,184,"Emanuel","GA"
"13263",1865,104,"Talbot","GA"
"39015",1448,468,"Brown","OH"
"13229",1693,311,"Pierce","GA"
"15005",NA,NA,"Kalawao","HI"
"15009",2228,1581,"Maui","HI"
"41051",1166,17620,"Multnomah","OR"
"72141",NA,NA,"Utuado",NA
"72081",NA,NA,"Lares",NA
"72117",NA,NA,"Rincón",NA
"54109",NA,NA,"Wyoming","WV"
"34037",1667,4930,"Sussex","NJ"
"01007",1700,232,"Bibb","AL"
"29111",NA,NA,"Lewis","MO"
"05073",NA,NA,"Lafayette","AR"
"19155",1757,2284,"Pottawattamie","IA"
"26115",1943,2884,"Monroe","MI"
"29183",1973,13853,"St. Charles","MO"
"39007",1262,1100,"Ashtabula","OH"
"45043",2792,1200,"Georgetown","SC"
"06047",1281,6524,"Merced","CA"
"19183",1506,157,"Washington","IA"
"31137",2246,80,"Phelps","NE"
"28123",2263,131,"Scott","MS"
"40031",2326,2891,"Comanche","OK"
"51007",1368,490,"Amelia","VA"
"50017",2062,259,"Orange","VT"
"17093",1850,3143,"Kendall","IL"
"10001",1457,5043,"Kent","DE"
"29053",1571,211,"Cooper","MO"
"22123",1302,50,"West Carroll","LA"
"16025",NA,NA,"Camas","ID"
"55137",1380,263,"Waushara","WI"
"17015",1578,98,"Carroll","IL"
"51113",1378,491,"Madison","VA"
"25013",1481,7193,"Hampden","MA"
"51119",1651,356,"Middlesex","VA"
"38077",1640,266,"Richland","ND"
"47071",1810,406,"Hardin","TN"
"45027",1756,381,"Clarendon","SC"
"46061",NA,NA,"Hanson","SD"
"46077",NA,NA,"Kingsbury","SD"
"45031",1651,857,"Darlington","SC"
"45033",1738,160,"Dillon","SC"
"47085",1769,257,"Humphreys","TN"
"47089",1397,1003,"Jefferson","TN"
"27069",NA,NA,"Kittson","MN"
"42035",1004,392,"Clinton","PA"
"49021",1017,965,"Iron","UT"
"29027",1741,447,"Callaway","MO"
"47093",1418,14110,"Knox","TN"
"51760",1469,6407,"Richmond","VA"
"33011",1649,9793,"Hillsborough","NH"
"49005",953,2643,"Cache","UT"
"47091",1501,167,"Johnson","TN"
"12029",2194,62,"Dixie","FL"
"27021",1761,482,"Cass","MN"
"27057",1709,306,"Hubbard","MN"
"27071",1535,134,"Koochiching","MN"
"56035",1450,222,"Sublette","WY"
"30043",1801,456,"Jefferson","MT"
"48453",1540,14139,"Travis","TX"
"48479",1231,2752,"Webb","TX"
"16073",1394,148,"Owyhee","ID"
"25015",1598,1645,"Hampshire","MA"
"05013",NA,NA,"Calhoun","AR"
"05145",1656,1903,"White","AR"
"13293",1647,245,"Upson","GA"
"13125",NA,NA,"Glascock","GA"
"22045",2354,723,"Iberia","LA"
"29035",NA,NA,"Carter","MO"
"05089",1674,204,"Marion","AR"
"48327",NA,NA,"Menard","TX"
"08041",2417,21989,"El Paso","CO"
"06081",2563,5025,"San Mateo","CA"
"18061",1606,915,"Harrison","IN"
"33005",1935,1385,"Cheshire","NH"
"38025",1839,27,"Dunn","ND"
"45073",1486,1511,"Oconee","SC"
"13159",1813,324,"Jasper","GA"
"21045",1743,79,"Casey","KY"
"29075",1944,54,"Gentry","MO"
"47037",2200,16797,"Davidson","TN"
"02240",NA,NA,"Southeast Fairbanks","AK"
"06101",1446,3219,"Sutter","CA"
"20067",2210,66,"Grant","KS"
"29065",1919,100,"Dent","MO"
"34003",2159,17773,"Bergen","NJ"
"48169",NA,NA,"Garza","TX"
"20019",NA,NA,"Chautauqua","KS"
"05071",1737,261,"Johnson","AR"
"36091",1888,4150,"Saratoga","NY"
"05019",1874,244,"Clark","AR"
"34035",1937,7742,"Somerset","NJ"
"45081",1478,190,"Saluda","SC"
"05093",NA,NA,"Mississippi","AR"
"13163",1903,122,"Jefferson","GA"
"56013",1433,618,"Fremont","WY"
"46102",NA,NA,"Oglala Lakota","SD"
"37107",1764,983,"Lenoir","NC"
"49027",1065,144,"Millard","UT"
"30077",1489,83,"Powell","MT"
"48377",NA,NA,"Presidio","TX"
"29033",NA,NA,"Carroll","MO"
"31111",2192,593,"Lincoln","NE"
"46043",NA,NA,"Douglas","SD"
"18085",1381,953,"Kosciusko","IN"
"06017",2493,5379,"El Dorado","CA"
"17021",1562,185,"Christian","IL"
"19187",1537,674,"Webster","IA"
"47095",NA,NA,"Lake","TN"
"26005",1859,177,"Allegan","MI"
"45057",1516,2452,"Lancaster","SC"
"04027",1016,5262,"Yuma","AZ"
"19119",1415,63,"Lyon","IA"
"29133",1786,84,"Mississippi","MO"
"53051",1789,255,"Pend Oreille","WA"
"30073",1497,107,"Pondera","MT"
"32019",1082,1412,"Lyon","NV"
"37047",2267,629,"Columbus","NC"
"38101",1692,1389,"Ward","ND"
"26063",2052,176,"Huron","MI"
"39097",1651,704,"Madison","OH"
"23029",1294,168,"Washington","ME"
"38055",1704,84,"McLean","ND"
"51145",1635,1857,"Powhatan","VA"
"30017",2256,238,"Custer","MT"
"48071",2578,789,"Chambers","TX"
"06085",2244,13454,"Santa Clara","CA"
"19195",1453,91,"Worth","IA"
"21139",1593,104,"Livingston","KY"
"21145",2145,1079,"McCracken","KY"
"49035",1194,27652,"Salt Lake","UT"
"27047",1753,555,"Freeborn","MN"
"21221",2083,312,"Trigg","KY"
"25001",2349,4185,"Barnstable","MA"
"41049",1264,168,"Morrow","OR"
"21007",2180,64,"Ballard","KY"
"27115",1868,446,"Pine","MN"
"13051",2710,8752,"Chatham","GA"
"31103",NA,NA,"Keya Paha","NE"
"42047",958,152,"Elk","PA"
"08021",1674,30,"Conejos","CO"
"25025",2601,1667,"Suffolk","MA"
"18021",1656,221,"Clay","IN"
"38105",1874,541,"Williams","ND"
"05027",1767,130,"Columbia","AR"
"31029",NA,NA,"Chase","NE"
"42003",1332,29026,"Allegheny","PA"
"18129",1652,341,"Posey","IN"
"27045",1860,285,"Fillmore","MN"
"41019",1080,1959,"Douglas","OR"
"12033",2593,7872,"Escambia","FL"
"06063",2017,410,"Plumas","CA"
"29179",NA,NA,"Reynolds","MO"
"41061",1195,451,"Union","OR"
"48409",2301,1248,"San Patricio","TX"
"30051",NA,NA,"Liberty","MT"
"39127",1483,254,"Perry","OH"
"45013",2869,4548,"Beaufort","SC"
"16065",1377,371,"Madison","ID"
"18059",1632,1759,"Hancock","IN"
"22109",2372,1640,"Terrebonne","LA"
"30027",1781,370,"Fergus","MT"
"42053",1213,22,"Forest","PA"
"47079",1772,486,"Henry","TN"
"42025",1200,1125,"Carbon","PA"
"47163",1220,2759,"Sullivan","TN"
"31105",2296,36,"Kimball","NE"
"50001",1747,224,"Addison","VT"
"53077",1412,3680,"Yakima","WA"
"56005",1931,1081,"Campbell","WY"
"08055",2212,98,"Huerfano","CO"
"40069",2014,58,"Johnston","OK"
"01083",1915,3320,"Limestone","AL"
"20025",NA,NA,"Clark","KS"
"29031",1862,1976,"Cape Girardeau","MO"
"54069",1371,596,"Ohio","WV"
"06061",1902,11258,"Placer","CA"
